"","pv","dpsi","qv"
"chr7:152825123-152861826:+:ACTR3B:l",0.000387782613834635,0.00504373180120289,0.000729226424758212
"chr7:152825123-152865095:+:ACTR3B:l",2.73506909106329e-05,0.00505699717132102,5.75905393118255e-05
"chr7:152825123-152865420:+:ACTR3B:l",0.00302022372798126,0.00210084363888807,0.0051019598568723
"chr7:152825123-152887522:+:ACTR3B:l",0.335330339495346,0.000350058890159519,0.385629890419648
"chr7:152825123-152973218:+:ACTR3B:l",0.988990988617493,0.000228367190728427,0.988990988617493
"chr7:152759927-152800530:+:ACTR3B:r",1.93024234124119e-41,-0.253216959236406,1.40766453666126e-40
"chr7:152759927-152801620:+:ACTR3B:r",4.20149386593692e-25,-0.0242812804594989,1.90340403926536e-24
"chr7:152760053-152800530:+:ACTR3B:r",0.482129918266935,-0.00396971806150869,0.539913279257729
"chr7:152783243-152800530:+:ACTR3B:r",7.0665319545335e-42,0.260974950551264,5.28223263601379e-41
"chr7:152783243-152801620:+:ACTR3B:r",3.1958846489525e-07,-0.0197716657572821,7.46538679716249e-07
"chr7:152799786-152800530:+:ACTR3B:r",0.00810638610951392,-0.00664085859967999,0.0126901018154171
"chr7:152800656-152801620:+:ACTR3B:r",5.13435096572953e-24,0.0436836478447906,2.1931013410759e-23
"chr7:152801732-152814549:+:ACTR3B:r",1.86891936818064e-106,0.384041856844202,6.20896545651123e-105
"chr7:152811734-152814549:+:ACTR3B:r",1.15059665648786e-107,-0.375587298360786,4.30035500362338e-106
"chr7:152813142-152814549:+:ACTR3B:r",0.00170193440901274,-0.00804119851186403,0.00292458843847591
"chr7:152814646-152820298:+:ACTR3B:r",5.1015662883551e-06,0.00276276331571697,1.11340753300597e-05
"chr7:152816589-152820298:+:ACTR3B:r",0.000997692175932539,0.0111568775199192,0.00177565452740375
"chr7:152819512-152820298:+:ACTR3B:r",7.4501407340457e-10,-0.00812630500400484,1.97132042431829e-09
"chr7:152819894-152820298:+:ACTR3B:r",0.0162910439560331,-0.00428356550336982,0.0243551107142694
"chr7:152820348-152823341:+:ACTR3B:r",2.24666182961773e-76,-0.161006369473898,3.53553624766158e-75
"chr7:152820443-152823341:+:ACTR3B:r",1.12845159752772e-76,0.161735277773103,1.87448348700438e-75
"chr7:152825123-152852125:+:ACTR3B:r",5.71954198455587e-06,0.0118537279488671,1.23031874344043e-05
"chr7:152825123-152853493:+:ACTR3B:r",1.33387310404915e-07,0.0100930110131814,3.19062446488556e-07
"chr7:152825123-152854457:+:ACTR3B:r",0.0709864601989185,0.00414745720099266,0.0973621633003515
"chr7:152845093-152852125:+:ACTR3B:r",0.856973987945335,-6.45040693887529e-05,0.880533410294348
"chr7:152845540-152852125:+:ACTR3B:r",6.46400658112959e-05,-0.00774552296201319,0.000130590403226875
"chr7:152852252-152853493:+:ACTR3B:r",3.74849108065929e-09,-0.0122140989538991,9.83156871155374e-09
"chr7:152852582-152853493:+:ACTR3B:r",0.00123567972487348,0.00193894742423767,0.00216063296922321
"chr7:152853578-152854457:+:ACTR3B:r",0.0787865873150538,-0.00356228590795171,0.107078134578187
